lever_id,lever_label,activity_name,exchange_name,exchange_type,database,location,unit,formula,baseline_amount,scenario_amount,delta_amount,abs_delta_amount,relative_delta_pct,parameter_count_in_formula,label
end_of_life,Fin de vie / recyclage +10%,Ensemble palette optimisee,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,epo_eol_inox+epo_eol_35nc6+epo_eol_acier,0.06539,0.071929,0.006539,0.006539,10.0,3,Ensemble palette optimisee / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,market group for municipal solid waste,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,recy_waste_sealing,0.065,0.0715,0.0065,0.0065,10.0,1,Recyclage siege / market group for municipal solid waste
electricity,Electricite process +10%,Ceinture de securite,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,ceint_elec_acier/3.6,0.063888888889,0.070277777778,0.006388888889,0.006388888889,10.0,1,"Ceinture de securite / market for electricity, low voltage"
steel_inox,Acier / inox +10%,Ceinture de securite,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,ceint_elec_acier/3.6,0.063888888889,0.070277777778,0.006388888889,0.006388888889,10.0,1,"Ceinture de securite / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Ensemble palette optimisee,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,epo_eol_35nc6+epo_eol_acier,0.06304,0.069344,0.006304,0.006304,10.0,2,"Ensemble palette optimisee / steel production, converter, low-alloyed"
electricity,Electricite process +10%,Habillage sous fauteuil,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,hsf_elec_air_alu5086/3.6+hsf_elec_acier/3.6,0.061852777778,0.068038055556,0.006185277778,0.006185277778,10.0,2,"Habillage sous fauteuil / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Ensemble tablette cocktail,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,ETC_inc_heat_nylon,0.0618,0.06798,0.00618,0.00618,10.0,1,"Ensemble tablette cocktail / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
polymer_textile,Polymere / textile +10%,Ensemble tablette cocktail,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,ETC_inc_heat_nylon,0.0618,0.06798,0.00618,0.00618,10.0,1,"Ensemble tablette cocktail / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
polymer_textile,Polymere / textile +10%,Manchette equipee,"polyvinylchloride production, suspension polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,me_m_cuir,0.06,0.066,0.006,0.006,10.0,1,"Manchette equipee / polyvinylchloride production, suspension polymerisation"
steel_inox,Acier / inox +10%,Ensemble palette optimisee,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,epo_eol_inox+epo_eol_35nc6+epo_eol_acier,0.06539,0.071365,0.005975,0.005975,9.1375,2,Ensemble palette optimisee / market for scrap steel
packaging,Packaging +10%,Support manchette equipee,"market for transport, freight, lorry 16-32 metric ton, EURO4",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,sme_truck_pack,0.0595,0.06545,0.00595,0.00595,10.0,1,"Support manchette equipee / market for transport, freight, lorry 16-32 metric ton, EURO4"
transport,Transport foreground +10%,Support manchette equipee,"market for transport, freight, lorry 16-32 metric ton, EURO4",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,sme_truck_pack,0.0595,0.06545,0.00595,0.00595,10.0,1,"Support manchette equipee / market for transport, freight, lorry 16-32 metric ton, EURO4"
packaging,Packaging +10%,Structure Ottoman horizontale,market for plywood,technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,soh_m_ply_pack,0.0593,0.06523,0.00593,0.00593,10.0,1,Structure Ottoman horizontale / market for plywood
end_of_life,Fin de vie / recyclage +10%,Accoudoir allee,"treatment of aluminium scrap, new, at refiner",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,aa_eol_alu5086+aa_eol_alu,0.0587,0.06457,0.00587,0.00587,10.0,2,"Accoudoir allee / treatment of aluminium scrap, new, at refiner"
steel_inox,Acier / inox +10%,Ensemble palette optimisee,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,epo_eol_35nc6+epo_eol_acier,0.06304,0.06878,0.00574,0.00574,9.1053,1,"Ensemble palette optimisee / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Renfort tubulaire,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-RF_eol_acier+RF_m_steel,0.0572,0.06292,0.00572,0.00572,10.0,2,"Renfort tubulaire / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Support ecran assemble,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-sea_eol_inox-sea_eol_acier+sea_m_acier,0.05593,0.061523,0.005593,0.005593,10.0,3,"Support ecran assemble / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Ensemble palette optimisee,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,epo_elec_alu2017/3.6+epo_elec_alu/3.6+epo_elec_air_alu/3.6+epo_elec_inox/3.6+epo_elec_35nc6/3.6+epo_elec_acier/3.6+epo_elec_nylon/3.6+epo_elec_pp/3.6,7.441888888889,7.447266666667,0.005377777778,0.005377777778,0.0723,2,"Ensemble palette optimisee / market for electricity, low voltage"
packaging,Packaging +10%,Ensemble structure fixe,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,esfi_pap_pack,0.05,0.055,0.005,0.005,10.0,1,Ensemble structure fixe / market for kraft paper
polymer_textile,Polymere / textile +10%,Ensemble palette optimisee,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,epo_elec_alu2017/3.6+epo_elec_alu/3.6+epo_elec_air_alu/3.6+epo_elec_inox/3.6+epo_elec_35nc6/3.6+epo_elec_acier/3.6+epo_elec_nylon/3.6+epo_elec_pp/3.6,7.441888888889,7.446888888889,0.005,0.005,0.0672,1,"Ensemble palette optimisee / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Stowage assemblé avec porte,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,sto_elec_alu2056/3.6+sto_elec_air_alu2056/3.6+sto_elec_alu2017/3.6+sto_elec_35NC / 3.6+sto_elec_inox/3.6+sto_elec_nylon/3.6+sto_elec_ert/3.6+sto_elec_sili/3.6+sto_elec_acier/3.6,6.317744444444,6.322744444444,0.005,0.005,0.0791,1,"Stowage assemblé avec porte / market for electricity, low voltage"
steel_inox,Acier / inox +10%,ENS Structure fauteuil,"steel production, chromium steel 18/8, hot rolled",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,m_inox_SF,0.0488,0.05368,0.00488,0.00488,10.0,1,"ENS Structure fauteuil / steel production, chromium steel 18/8, hot rolled"
end_of_life,Fin de vie / recyclage +10%,Ensemble tablette cocktail,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ETC_m_al_2017+ETC_eol_al_2024,63.848,63.8528,0.0048,0.0048,0.0075,1,"Ensemble tablette cocktail / treatment of aluminium scrap, new, at remelter"
electricity,Electricite process +10%,Support et clamps,"electricity, from municipal waste incineration to generic market for electricity, medium voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,sucla_inc_elec_nyl/3.6,0.0475,0.05225,0.00475,0.00475,10.0,1,"Support et clamps / electricity, from municipal waste incineration to generic market for electricity, medium voltage"
end_of_life,Fin de vie / recyclage +10%,Support et clamps,"electricity, from municipal waste incineration to generic market for electricity, medium voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,sucla_inc_elec_nyl/3.6,0.0475,0.05225,0.00475,0.00475,10.0,1,"Support et clamps / electricity, from municipal waste incineration to generic market for electricity, medium voltage"
packaging,Packaging +10%,Capot NFC,"market for transport, freight, lorry 16-32 metric ton, EURO4",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,cnfc_truck_pack,0.0466,0.05126,0.00466,0.00466,10.0,1,"Capot NFC / market for transport, freight, lorry 16-32 metric ton, EURO4"
transport,Transport foreground +10%,Capot NFC,"market for transport, freight, lorry 16-32 metric ton, EURO4",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,cnfc_truck_pack,0.0466,0.05126,0.00466,0.00466,10.0,1,"Capot NFC / market for transport, freight, lorry 16-32 metric ton, EURO4"
electricity,Electricite process +10%,Ensemble tetiere,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,ET_elec_al_2017 / 3.6+ET_elec_al_2024 / 3.6+ET_elec_inox / 3.6+ET_elec_nylon / 3.6,0.0465,0.05115,0.00465,0.00465,10.0,4,"Ensemble tetiere / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Ensemble tetiere,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,ET_m_al_2017+ET_m_al_2024-ET_eol_al_2017-ET_eol_al_2024,0.47219,0.467619,-0.004571,0.004571,-0.968,2,"Ensemble tetiere / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Ensemble tetiere,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ET_eol_al_2017+ET_eol_al_2024,0.04571,0.050281,0.004571,0.004571,10.0,2,"Ensemble tetiere / treatment of aluminium scrap, new, at remelter"
electricity,Electricite process +10%,Ensemble stowage lateral,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,esl_elec_alu5086/3.6+esl_elec_air_alu5086/3.6+esl_elec_acier/3.6+esl_elec_nylon/3.6+esl_elec_ert/3.6,0.045183333333,0.049701666667,0.004518333333,0.004518333333,10.0,5,"Ensemble stowage lateral / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Ensemble tablette repas,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,etr_elec_alu2017/3.6+etr_elec_alu2024/3.6+etr_elec_alu2075/3.6+etr_elec_inox/3.6+etr_elec_acier/3.6+etr_elec_nylon/3.6+etr_elec_ert/3.6+etr_elec_sili/3.6,3.597897222222,3.602341666667,0.004444444444,0.004444444444,0.1235,1,"Ensemble tablette repas / market for electricity, low voltage"
steel_inox,Acier / inox +10%,Ensemble porte,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-eporte_eol_inox+eporte_m_acier-eporte_eol_acier,0.042569,0.0468259,0.0042569,0.0042569,10.0,3,"Ensemble porte / steel production, converter, low-alloyed"
polymer_textile,Polymere / textile +10%,Ensemble palette optimisee,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,epo_m_pa66_nylon,0.0412,0.04532,0.00412,0.00412,10.0,1,Ensemble palette optimisee / market for nylon 6-6
polymer_textile,Polymere / textile +10%,Stowage assemblé avec porte,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sto_m_nylon,0.0412,0.04532,0.00412,0.00412,10.0,1,Stowage assemblé avec porte / market for nylon 6-6
polymer_textile,Polymere / textile +10%,ENS Structure fauteuil,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,energy_val_nylon_SF+en_valo_f6_SF+en_valo_ertalon_SF,0.10544,0.109524,0.004084,0.004084,3.8733,2,"ENS Structure fauteuil / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
aluminium_material,Aluminium matiere +10%,Ensemble tablette repas,"market for selective coat, stainless steel sheet, black chrome",technosphere,ecoinvent-3.10-cutoff,GLO,square meter,etr_pass_alu2024,0.039,0.0429,0.0039,0.0039,10.0,1,"Ensemble tablette repas / market for selective coat, stainless steel sheet, black chrome"
polymer_textile,Polymere / textile +10%,Manchette acc mobile,"polyurethane production, flexible foam, TDI-based, low density",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,mam_m_pu_frmc,0.039,0.0429,0.0039,0.0039,10.0,1,"Manchette acc mobile / polyurethane production, flexible foam, TDI-based, low density"
polymer_textile,Polymere / textile +10%,Manchette acc mobile,"polyvinylchloride production, suspension polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,mam_m_pvc_cuir,0.039,0.0429,0.0039,0.0039,10.0,1,"Manchette acc mobile / polyvinylchloride production, suspension polymerisation"
polymer_textile,Polymere / textile +10%,Coussin Ottoman,"polyvinylchloride production, suspension polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_ott_pvc_kyr,0.0389,0.04279,0.00389,0.00389,10.0,1,"Coussin Ottoman / polyvinylchloride production, suspension polymerisation"
aluminium_material,Aluminium matiere +10%,Support ecran assemble,"market for compressed air, 1000 kPa gauge",technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,sea_air_alu5086,0.0383,0.04213,0.00383,0.00383,10.0,1,"Support ecran assemble / market for compressed air, 1000 kPa gauge"
packaging,Packaging +10%,Ensemble tablette repas,market for plywood,technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,etr_m_plywood_pack,0.038,0.0418,0.0038,0.0038,10.0,1,Ensemble tablette repas / market for plywood
polymer_textile,Polymere / textile +10%,Ensemble tablette repas,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,etr_m_pa66_nylon,0.0366,0.04026,0.00366,0.00366,10.0,1,Ensemble tablette repas / market for nylon 6-6
aluminium_material,Aluminium matiere +10%,Ensemble equipement lateral,market for solvent for paint,technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,eel_solv_alu5086,0.0364,0.04004,0.00364,0.00364,10.0,1,Ensemble equipement lateral / market for solvent for paint
packaging,Packaging +10%,Support ecran assemble,market for plywood,technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,sea_m_ply_pack,0.0356,0.03916,0.00356,0.00356,10.0,1,Support ecran assemble / market for plywood
packaging,Packaging +10%,Support NFC,"market for transport, freight, lorry 16-32 metric ton, EURO4",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,snfc_truck_pack,0.0324,0.03564,0.00324,0.00324,10.0,1,"Support NFC / market for transport, freight, lorry 16-32 metric ton, EURO4"
transport,Transport foreground +10%,Support NFC,"market for transport, freight, lorry 16-32 metric ton, EURO4",technosphere,ecoinvent-3.10-cutoff,RER,ton kilometer,snfc_truck_pack,0.0324,0.03564,0.00324,0.00324,10.0,1,"Support NFC / market for transport, freight, lorry 16-32 metric ton, EURO4"
end_of_life,Fin de vie / recyclage +10%,Ensemble stowage lateral,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,esl_m_alu2017-esl_eol_alu5086,0.8477,0.84447,-0.00323,0.00323,-0.381,1,"Ensemble stowage lateral / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Ensemble stowage lateral,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,esl_eol_alu5086,0.0323,0.03553,0.00323,0.00323,10.0,1,"Ensemble stowage lateral / treatment of aluminium scrap, new, at remelter"
aluminium_material,Aluminium matiere +10%,Bumper version porte,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,bvp_m_alu5086-bvp_eol_alu5086,0.02411,0.02688,0.00277,0.00277,11.489,1,"Bumper version porte / market for aluminium, primary, ingot"
polymer_textile,Polymere / textile +10%,Ensemble structure fixe,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,esfi_m_pa66_nyl,0.0274,0.03014,0.00274,0.00274,10.0,1,Ensemble structure fixe / market for nylon 6-6
steel_inox,Acier / inox +10%,Habillage sous fauteuil,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-hsf_eol_acier+hsf_m_acier,0.02712,0.029832,0.002712,0.002712,10.0,2,"Habillage sous fauteuil / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Ensemble palette optimisee,"steel production, chromium steel 18/8, hot rolled",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,epo_m_inox,0.0261,0.02871,0.00261,0.00261,10.0,1,"Ensemble palette optimisee / steel production, chromium steel 18/8, hot rolled"
end_of_life,Fin de vie / recyclage +10%,Manchette equipee,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,me_m_al5086-me_eol_al5086,0.1706,0.16806,-0.00254,0.00254,-1.4889,1,"Manchette equipee / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Manchette equipee,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,me_eol_al5086,0.0254,0.02794,0.00254,0.00254,10.0,1,"Manchette equipee / treatment of aluminium scrap, new, at remelter"
aluminium_material,Aluminium matiere +10%,Stowage assemblé avec porte,market for solvent for paint,technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,sto_m_solv_alu2056,0.0246,0.02706,0.00246,0.00246,10.0,1,Stowage assemblé avec porte / market for solvent for paint
polymer_textile,Polymere / textile +10%,ENS Structure fauteuil,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,m_nylon_SF+m_pa66_velcro_SF,0.0242,0.02662,0.00242,0.00242,10.0,2,ENS Structure fauteuil / market for nylon 6-6
steel_inox,Acier / inox +10%,Bumper version porte,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-bvp_eol_acier+bvp_m_steel_acier,0.02402,0.026422,0.002402,0.002402,10.0,2,"Bumper version porte / steel production, converter, low-alloyed"
aluminium_material,Aluminium matiere +10%,Accoudoir allee,"compressed air production, 1000 kPa gauge, <30kW, optimised generation",technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,aa_air_alu5086,0.0239,0.02629,0.00239,0.00239,10.0,1,"Accoudoir allee / compressed air production, 1000 kPa gauge, <30kW, optimised generation"
polymer_textile,Polymere / textile +10%,Stowage assemblé avec porte,"market for nylon 6, glass-filled",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sto_m_pa6_ert,0.0206,0.02266,0.00206,0.00206,10.0,1,"Stowage assemblé avec porte / market for nylon 6, glass-filled"
steel_inox,Acier / inox +10%,Accoudoir allee,"steel production, chromium steel 18/8, hot rolled",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,aa_m_inox,0.0199,0.02189,0.00199,0.00199,10.0,1,"Accoudoir allee / steel production, chromium steel 18/8, hot rolled"
packaging,Packaging +10%,Ensemble palette optimisee,market for corrugated board box,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,epo_m_box_pack,0.0197,0.02167,0.00197,0.00197,10.0,1,Ensemble palette optimisee / market for corrugated board box
packaging,Packaging +10%,Ensemble porte,market for folding boxboard carton,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,eporte_box_pack,0.0197,0.02167,0.00197,0.00197,10.0,1,Ensemble porte / market for folding boxboard carton
electricity,Electricite process +10%,Manchette equipee,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,me_elec_al5086/3.6+me_elec_acier/3.6,0.017563888889,0.019320277778,0.001756388889,0.001756388889,10.0,2,"Manchette equipee / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Support manchette equipee,"market for aluminium scrap, new",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sme_eol_alu5086,0.0175,0.01925,0.00175,0.00175,10.0,1,"Support manchette equipee / market for aluminium scrap, new"
end_of_life,Fin de vie / recyclage +10%,Support manchette equipee,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,sme_m_alu5086-sme_eol_alu5086,0.1175,0.11575,-0.00175,0.00175,-1.4894,1,"Support manchette equipee / market for aluminium, primary, ingot"
electricity,Electricite process +10%,Support manchette equipee,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,sme_elec_acier/3.6+sme_elec_air_alu5086/3.6+sme_elec_alu5086/3.6,0.017144444444,0.018858888889,0.001714444444,0.001714444444,10.0,3,"Support manchette equipee / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Coussin Ottoman,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_ott_pa66_vel,0.017,0.0187,0.0017,0.0017,10.0,1,Coussin Ottoman / market for nylon 6-6
packaging,Packaging +10%,Bumper version porte,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,bvp_m_pap_pack,0.0167,0.01837,0.00167,0.00167,10.0,1,Bumper version porte / market for kraft paper
packaging,Packaging +10%,Coussin tetiere,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_tet_pap_pack,0.0167,0.01837,0.00167,0.00167,10.0,1,Coussin tetiere / market for kraft paper
end_of_life,Fin de vie / recyclage +10%,ENS Structure fauteuil,"electricity, from municipal waste incineration to generic market for electricity, medium voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,inc_nylon_SF/3.6+inc_f6_SF/3.6+inc_ertalon_SF/3.6,0.016416666667,0.018058333333,0.001641666667,0.001641666667,10.0,3,"ENS Structure fauteuil / electricity, from municipal waste incineration to generic market for electricity, medium voltage"
end_of_life,Fin de vie / recyclage +10%,ENS Structure fauteuil,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,elec_30nc6_SF/ 3.6+elec_ertalon_SF/3.6+elec_alu_SF/ 3.6+elec_f6_SF/3.6+inc_nylon_SF / 3.6+inc_f6_SF/3.6+inc_ertalon_SF/3.6+elec_al_2017_SF/ 3.6+elec_al_2024_SF/ 3.6+elec_al_5086_SF/ 3.6+elec_air_5086_SF / 3.6+elec_30ncd_SF/ 3.6+elec_inox_SF/ 3.6+elec_acier_SF/ 3.6+elec_nylon_SF/ 3.6+elec_z15_SF/ 3.6+elec_z10_SF/ 3.6,6.447553055556,6.449194722222,0.001641666667,0.001641666667,0.0255,3,"ENS Structure fauteuil / market for electricity, low voltage"
aluminium_material,Aluminium matiere +10%,Ensemble stowage lateral,"market for compressed air, 1000 kPa gauge",technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,esl_air_alu5086,0.0164,0.01804,0.00164,0.00164,10.0,1,"Ensemble stowage lateral / market for compressed air, 1000 kPa gauge"
aluminium_material,Aluminium matiere +10%,Ensemble palette optimisee,"compressed air production, 700 kPa gauge, >30kW, average generation",technosphere,ecoinvent-3.10-cutoff,RoW,cubic meter,epo_air_alu,0.0163,0.01793,0.00163,0.00163,10.0,1,"Ensemble palette optimisee / compressed air production, 700 kPa gauge, >30kW, average generation"
polymer_textile,Polymere / textile +10%,Ensemble stowage lateral,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,esl_pu_frm,0.016,0.0176,0.0016,0.0016,10.0,1,"Ensemble stowage lateral / market for polyurethane, flexible foam"
end_of_life,Fin de vie / recyclage +10%,Manchette acc mobile,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,mam_m_alu5086-mam_eol_alu5086+mam_m_alu-mam_eol_alu,0.1063031,0.10472341,-0.00157969,0.00157969,-1.486,2,"Manchette acc mobile / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Manchette acc mobile,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,mam_eol_alu5086+mam_eol_alu,0.0157969,0.01737659,0.00157969,0.00157969,10.0,2,"Manchette acc mobile / treatment of aluminium scrap, new, at remelter"
steel_inox,Acier / inox +10%,Ensemble tablette repas,"steel production, chromium steel 18/8, hot rolled",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,etr_m_inox,0.0154,0.01694,0.00154,0.00154,10.0,1,"Ensemble tablette repas / steel production, chromium steel 18/8, hot rolled"
steel_inox,Acier / inox +10%,Support ecran assemble,"steel production, chromium steel 18/8, hot rolled",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sea_m_inox,0.0154,0.01694,0.00154,0.00154,10.0,1,"Support ecran assemble / steel production, chromium steel 18/8, hot rolled"
packaging,Packaging +10%,Renfort tubulaire,"fleece production, polyethylene",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,RF_m_pe_pack,0.0142,0.01562,0.00142,0.00142,10.0,1,"Renfort tubulaire / fleece production, polyethylene"
packaging,Packaging +10%,Renfort tubulaire,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,RF_m_pap_pack,0.0142,0.01562,0.00142,0.00142,10.0,1,Renfort tubulaire / market for kraft paper
polymer_textile,Polymere / textile +10%,Ensemble coussin dossier,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdo_m_pa66_vel+ecdo_m_pa66_velcro,0.014,0.0154,0.0014,0.0014,10.0,2,Ensemble coussin dossier / market for nylon 6-6
steel_inox,Acier / inox +10%,Ensemble tablette cocktail,"steel production, chromium steel 18/8, hot rolled",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ETC_m_inox,0.0132,0.01452,0.00132,0.00132,10.0,1,"Ensemble tablette cocktail / steel production, chromium steel 18/8, hot rolled"
aluminium_material,Aluminium matiere +10%,Manchette equipee,"compressed air production, 1000 kPa gauge, <30kW, average generation",technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,me_air_al5086,0.0129,0.01419,0.00129,0.00129,10.0,1,"Manchette equipee / compressed air production, 1000 kPa gauge, <30kW, average generation"
packaging,Packaging +10%,Capot NFC,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,cnfc_pap_pack,0.0125,0.01375,0.00125,0.00125,10.0,1,Capot NFC / market for kraft paper
packaging,Packaging +10%,Support NFC,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,snfc_pap_pack,0.0125,0.01375,0.00125,0.00125,10.0,1,Support NFC / market for kraft paper
packaging,Packaging +10%,Support manchette equipee,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sme_pap_pack,0.0125,0.01375,0.00125,0.00125,10.0,1,Support manchette equipee / market for kraft paper
polymer_textile,Polymere / textile +10%,Ensemble coussin assise,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecas_m_pa66_vel,0.0125,0.01375,0.00125,0.00125,10.0,1,Ensemble coussin assise / market for nylon 6-6
steel_inox,Acier / inox +10%,Ensemble tablette repas,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,etr_elec_alu2017/3.6+etr_elec_alu2024/3.6+etr_elec_alu2075/3.6+etr_elec_inox/3.6+etr_elec_acier/3.6+etr_elec_nylon/3.6+etr_elec_ert/3.6+etr_elec_sili/3.6,3.597897222222,3.599057777778,0.001160555556,0.001160555556,0.0323,2,"Ensemble tablette repas / market for electricity, low voltage"
aluminium_material,Aluminium matiere +10%,Support NFC,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,snfc_m_alu5086-snfc_eol_alu5086,0.01,0.01115,0.00115,0.00115,11.5,1,"Support NFC / market for aluminium, primary, ingot"
