policy_name,policy_label,same_week_service_pct,fill_rate_pct,final_backlog_units,peak_backlog_units,total_cost,classical_total_kgCO2e,time_dependent_dlca_total_kgCO2e,dynamic_total_kgCO2e,sddlca_total_kgCO2e,hidden_carbon_vs_td_dlca,hidden_carbon_vs_dynamic,hidden_carbon_vs_classical
rt76_rr22_fg20_bq10_air3_6_ca,RT76 RR22 FG20 BQ10 Air3/6 CA,94.91,100.0,0.0,27.37,50804.24,20137.21,19940.93,19940.93,23528.2,3587.26,3587.26,3390.98
rt76_rr22_fg20_bq10_air5_8_std,RT76 RR22 FG20 BQ10 Air5/8 STD,98.51,100.0,0.0,9.61,42806.01,20059.68,19968.48,19968.48,21771.69,1803.22,1803.22,1712.01
rt76_rr22_fg20_bq10_air5_8_ca,RT76 RR22 FG20 BQ10 Air5/8 CA,94.91,100.0,0.0,27.37,50642.5,20133.05,19936.71,19936.71,23448.19,3511.47,3511.47,3315.13
rt76_rr22_fg20_bq10_air8_12_std,RT76 RR22 FG20 BQ10 Air8/12 STD,98.51,100.0,0.0,9.61,41991.72,20045.56,19952.9,19952.9,21353.56,1400.67,1400.67,1308.0
rt76_rr22_fg20_bq10_air8_12_ca,RT76 RR22 FG20 BQ10 Air8/12 CA,94.94,100.0,0.0,27.13,49373.46,20112.39,19917.06,19917.06,22863.87,2946.81,2946.81,2751.47
rt76_rr22_fg20_bq12_air1_3_std,RT76 RR22 FG20 BQ12 Air1/3 STD,98.51,100.0,0.0,9.61,43314.27,20068.01,19977.39,19977.39,22017.71,2040.31,2040.31,1949.69
rt76_rr22_fg20_bq12_air1_3_ca,RT76 RR22 FG20 BQ12 Air1/3 CA,94.89,100.0,0.0,27.46,51019.73,20141.36,19944.28,19944.28,23618.9,3674.62,3674.62,3477.54
rt76_rr22_fg20_bq12_air3_6_std,RT76 RR22 FG20 BQ12 Air3/6 STD,98.51,100.0,0.0,9.61,43015.89,20063.85,19973.06,19973.06,21876.07,1903.01,1903.01,1812.22
rt76_rr22_fg20_bq12_air3_6_ca,RT76 RR22 FG20 BQ12 Air3/6 CA,94.91,100.0,0.0,27.37,50804.24,20137.21,19940.93,19940.93,23528.2,3587.26,3587.26,3390.98
rt76_rr22_fg20_bq12_air5_8_std,RT76 RR22 FG20 BQ12 Air5/8 STD,98.51,100.0,0.0,9.61,42806.01,20059.68,19968.48,19968.48,21771.69,1803.22,1803.22,1712.01
rt76_rr22_fg20_bq12_air5_8_ca,RT76 RR22 FG20 BQ12 Air5/8 CA,94.91,100.0,0.0,27.37,50642.5,20133.05,19936.71,19936.71,23448.19,3511.47,3511.47,3315.13
rt76_rr22_fg20_bq12_air8_12_std,RT76 RR22 FG20 BQ12 Air8/12 STD,98.51,100.0,0.0,9.61,41991.72,20045.56,19952.9,19952.9,21353.56,1400.67,1400.67,1308.0
rt76_rr22_fg20_bq12_air8_12_ca,RT76 RR22 FG20 BQ12 Air8/12 CA,94.94,100.0,0.0,27.13,49373.46,20112.39,19917.06,19917.06,22863.87,2946.81,2946.81,2751.47
rt76_rr22_fg20_bq14_air1_3_std,RT76 RR22 FG20 BQ14 Air1/3 STD,98.51,100.0,0.0,9.61,43314.27,20068.01,19977.39,19977.39,22017.71,2040.31,2040.31,1949.69
rt76_rr22_fg20_bq14_air1_3_ca,RT76 RR22 FG20 BQ14 Air1/3 CA,94.89,100.0,0.0,27.46,51019.73,20141.36,19944.28,19944.28,23618.9,3674.62,3674.62,3477.54
rt76_rr22_fg20_bq14_air3_6_std,RT76 RR22 FG20 BQ14 Air3/6 STD,98.51,100.0,0.0,9.61,43015.89,20063.85,19973.06,19973.06,21876.07,1903.01,1903.01,1812.22
rt76_rr22_fg20_bq14_air3_6_ca,RT76 RR22 FG20 BQ14 Air3/6 CA,94.91,100.0,0.0,27.37,50804.24,20137.21,19940.93,19940.93,23528.2,3587.26,3587.26,3390.98
rt76_rr22_fg20_bq14_air5_8_std,RT76 RR22 FG20 BQ14 Air5/8 STD,98.51,100.0,0.0,9.61,42806.01,20059.68,19968.48,19968.48,21771.69,1803.22,1803.22,1712.01
rt76_rr22_fg20_bq14_air5_8_ca,RT76 RR22 FG20 BQ14 Air5/8 CA,94.91,100.0,0.0,27.37,50642.5,20133.05,19936.71,19936.71,23448.19,3511.47,3511.47,3315.13
rt76_rr22_fg20_bq14_air8_12_std,RT76 RR22 FG20 BQ14 Air8/12 STD,98.51,100.0,0.0,9.61,41991.72,20045.56,19952.9,19952.9,21353.56,1400.67,1400.67,1308.0
rt76_rr22_fg20_bq14_air8_12_ca,RT76 RR22 FG20 BQ14 Air8/12 CA,94.94,100.0,0.0,27.13,49373.46,20112.39,19917.06,19917.06,22863.87,2946.81,2946.81,2751.47
rt76_rr22_fg20_bq16_air1_3_std,RT76 RR22 FG20 BQ16 Air1/3 STD,98.51,100.0,0.0,9.61,43314.27,20068.01,19977.39,19977.39,22017.71,2040.31,2040.31,1949.69
rt76_rr22_fg20_bq16_air1_3_ca,RT76 RR22 FG20 BQ16 Air1/3 CA,94.89,100.0,0.0,27.46,51019.73,20141.36,19944.28,19944.28,23618.9,3674.62,3674.62,3477.54
rt76_rr22_fg20_bq16_air3_6_std,RT76 RR22 FG20 BQ16 Air3/6 STD,98.51,100.0,0.0,9.61,43015.89,20063.85,19973.06,19973.06,21876.07,1903.01,1903.01,1812.22
rt76_rr22_fg20_bq16_air3_6_ca,RT76 RR22 FG20 BQ16 Air3/6 CA,94.91,100.0,0.0,27.37,50804.24,20137.21,19940.93,19940.93,23528.2,3587.26,3587.26,3390.98
rt76_rr22_fg20_bq16_air5_8_std,RT76 RR22 FG20 BQ16 Air5/8 STD,98.51,100.0,0.0,9.61,42806.01,20059.68,19968.48,19968.48,21771.69,1803.22,1803.22,1712.01
rt76_rr22_fg20_bq16_air5_8_ca,RT76 RR22 FG20 BQ16 Air5/8 CA,94.91,100.0,0.0,27.37,50642.5,20133.05,19936.71,19936.71,23448.19,3511.47,3511.47,3315.13
rt76_rr22_fg20_bq16_air8_12_std,RT76 RR22 FG20 BQ16 Air8/12 STD,98.51,100.0,0.0,9.61,41991.72,20045.56,19952.9,19952.9,21353.56,1400.67,1400.67,1308.0
rt76_rr22_fg20_bq16_air8_12_ca,RT76 RR22 FG20 BQ16 Air8/12 CA,94.94,100.0,0.0,27.13,49373.46,20112.39,19917.06,19917.06,22863.87,2946.81,2946.81,2751.47
rt76_rr22_fg24_bq10_air1_3_std,RT76 RR22 FG24 BQ10 Air1/3 STD,99.17,100.0,0.0,5.61,42702.39,20180.3,20108.87,20108.87,21960.03,1851.16,1851.16,1779.73
rt76_rr22_fg24_bq10_air1_3_ca,RT76 RR22 FG24 BQ10 Air1/3 CA,94.8,100.0,0.0,25.45,50277.65,20242.79,20050.56,20050.56,23551.33,3500.77,3500.77,3308.54
rt76_rr22_fg24_bq10_air3_6_std,RT76 RR22 FG24 BQ10 Air3/6 STD,99.17,100.0,0.0,5.61,41931.44,20166.1,20093.28,20093.28,21561.84,1468.56,1468.56,1395.75
rt76_rr22_fg24_bq10_air3_6_ca,RT76 RR22 FG24 BQ10 Air3/6 CA,94.8,100.0,0.0,25.45,50115.91,20238.6,20046.34,20046.34,23471.31,3424.97,3424.97,3232.71
rt76_rr22_fg24_bq10_air5_8_std,RT76 RR22 FG24 BQ10 Air5/8 STD,99.17,100.0,0.0,5.61,41931.44,20166.1,20093.28,20093.28,21561.84,1468.56,1468.56,1395.75
rt76_rr22_fg24_bq10_air5_8_ca,RT76 RR22 FG24 BQ10 Air5/8 CA,94.8,100.0,0.0,25.45,49668.76,20230.28,20040.42,20040.42,23258.27,3217.85,3217.85,3027.98
rt76_rr22_fg24_bq10_air8_12_std,RT76 RR22 FG24 BQ10 Air8/12 STD,99.17,100.0,0.0,5.61,41590.17,20161.97,20087.44,20087.44,21394.34,1306.9,1306.9,1232.37
rt76_rr22_fg24_bq10_air8_12_ca,RT76 RR22 FG24 BQ10 Air8/12 CA,94.82,100.0,0.0,25.28,48617.99,20213.61,20022.82,20022.82,22769.12,2746.3,2746.3,2555.51
rt76_rr22_fg24_bq12_air1_3_std,RT76 RR22 FG24 BQ12 Air1/3 STD,99.17,100.0,0.0,5.61,42702.39,20180.3,20108.87,20108.87,21960.03,1851.16,1851.16,1779.73
rt76_rr22_fg24_bq12_air1_3_ca,RT76 RR22 FG24 BQ12 Air1/3 CA,94.8,100.0,0.0,25.45,50277.65,20242.79,20050.56,20050.56,23551.33,3500.77,3500.77,3308.54
rt76_rr22_fg24_bq12_air3_6_std,RT76 RR22 FG24 BQ12 Air3/6 STD,99.17,100.0,0.0,5.61,41931.44,20166.1,20093.28,20093.28,21561.84,1468.56,1468.56,1395.75
rt76_rr22_fg24_bq12_air3_6_ca,RT76 RR22 FG24 BQ12 Air3/6 CA,94.8,100.0,0.0,25.45,50115.91,20238.6,20046.34,20046.34,23471.31,3424.97,3424.97,3232.71
rt76_rr22_fg24_bq12_air5_8_std,RT76 RR22 FG24 BQ12 Air5/8 STD,99.17,100.0,0.0,5.61,41931.44,20166.1,20093.28,20093.28,21561.84,1468.56,1468.56,1395.75
rt76_rr22_fg24_bq12_air5_8_ca,RT76 RR22 FG24 BQ12 Air5/8 CA,94.8,100.0,0.0,25.45,49668.76,20230.28,20040.42,20040.42,23258.27,3217.85,3217.85,3027.98
rt76_rr22_fg24_bq12_air8_12_std,RT76 RR22 FG24 BQ12 Air8/12 STD,99.17,100.0,0.0,5.61,41590.17,20161.97,20087.44,20087.44,21394.34,1306.9,1306.9,1232.37
rt76_rr22_fg24_bq12_air8_12_ca,RT76 RR22 FG24 BQ12 Air8/12 CA,94.82,100.0,0.0,25.28,48617.99,20213.61,20022.82,20022.82,22769.12,2746.3,2746.3,2555.51
rt76_rr22_fg24_bq14_air1_3_std,RT76 RR22 FG24 BQ14 Air1/3 STD,99.17,100.0,0.0,5.61,42702.39,20180.3,20108.87,20108.87,21960.03,1851.16,1851.16,1779.73
rt76_rr22_fg24_bq14_air1_3_ca,RT76 RR22 FG24 BQ14 Air1/3 CA,94.8,100.0,0.0,25.45,50277.65,20242.79,20050.56,20050.56,23551.33,3500.77,3500.77,3308.54
rt76_rr22_fg24_bq14_air3_6_std,RT76 RR22 FG24 BQ14 Air3/6 STD,99.17,100.0,0.0,5.61,41931.44,20166.1,20093.28,20093.28,21561.84,1468.56,1468.56,1395.75
rt76_rr22_fg24_bq14_air3_6_ca,RT76 RR22 FG24 BQ14 Air3/6 CA,94.8,100.0,0.0,25.45,50115.91,20238.6,20046.34,20046.34,23471.31,3424.97,3424.97,3232.71
rt76_rr22_fg24_bq14_air5_8_std,RT76 RR22 FG24 BQ14 Air5/8 STD,99.17,100.0,0.0,5.61,41931.44,20166.1,20093.28,20093.28,21561.84,1468.56,1468.56,1395.75
rt76_rr22_fg24_bq14_air5_8_ca,RT76 RR22 FG24 BQ14 Air5/8 CA,94.8,100.0,0.0,25.45,49668.76,20230.28,20040.42,20040.42,23258.27,3217.85,3217.85,3027.98
rt76_rr22_fg24_bq14_air8_12_std,RT76 RR22 FG24 BQ14 Air8/12 STD,99.17,100.0,0.0,5.61,41590.17,20161.97,20087.44,20087.44,21394.34,1306.9,1306.9,1232.37
rt76_rr22_fg24_bq14_air8_12_ca,RT76 RR22 FG24 BQ14 Air8/12 CA,94.82,100.0,0.0,25.28,48617.99,20213.61,20022.82,20022.82,22769.12,2746.3,2746.3,2555.51
rt76_rr22_fg24_bq16_air1_3_std,RT76 RR22 FG24 BQ16 Air1/3 STD,99.17,100.0,0.0,5.61,42702.39,20180.3,20108.87,20108.87,21960.03,1851.16,1851.16,1779.73
rt76_rr22_fg24_bq16_air1_3_ca,RT76 RR22 FG24 BQ16 Air1/3 CA,94.8,100.0,0.0,25.45,50277.65,20242.79,20050.56,20050.56,23551.33,3500.77,3500.77,3308.54
rt76_rr22_fg24_bq16_air3_6_std,RT76 RR22 FG24 BQ16 Air3/6 STD,99.17,100.0,0.0,5.61,41931.44,20166.1,20093.28,20093.28,21561.84,1468.56,1468.56,1395.75
rt76_rr22_fg24_bq16_air3_6_ca,RT76 RR22 FG24 BQ16 Air3/6 CA,94.8,100.0,0.0,25.45,50115.91,20238.6,20046.34,20046.34,23471.31,3424.97,3424.97,3232.71
rt76_rr22_fg24_bq16_air5_8_std,RT76 RR22 FG24 BQ16 Air5/8 STD,99.17,100.0,0.0,5.61,41931.44,20166.1,20093.28,20093.28,21561.84,1468.56,1468.56,1395.75
rt76_rr22_fg24_bq16_air5_8_ca,RT76 RR22 FG24 BQ16 Air5/8 CA,94.8,100.0,0.0,25.45,49668.76,20230.28,20040.42,20040.42,23258.27,3217.85,3217.85,3027.98
rt76_rr22_fg24_bq16_air8_12_std,RT76 RR22 FG24 BQ16 Air8/12 STD,99.17,100.0,0.0,5.61,41590.17,20161.97,20087.44,20087.44,21394.34,1306.9,1306.9,1232.37
rt76_rr22_fg24_bq16_air8_12_ca,RT76 RR22 FG24 BQ16 Air8/12 CA,94.82,100.0,0.0,25.28,48617.99,20213.61,20022.82,20022.82,22769.12,2746.3,2746.3,2555.51
rt76_rr26_fg12_bq10_air1_3_std,RT76 RR26 FG12 BQ10 Air1/3 STD,97.13,100.0,0.0,16.28,45577.82,19860.98,19750.47,19750.47,22609.04,2858.57,2858.57,2748.06
rt76_rr26_fg12_bq10_air1_3_ca,RT76 RR26 FG12 BQ10 Air1/3 CA,94.31,100.0,0.0,33.81,53087.38,19929.18,19721.0,19721.0,23680.57,3959.57,3959.57,3751.39
rt76_rr26_fg12_bq10_air3_6_std,RT76 RR26 FG12 BQ10 Air3/6 STD,97.13,100.0,0.0,16.28,45577.82,19860.98,19750.47,19750.47,22609.04,2858.57,2858.57,2748.06
rt76_rr26_fg12_bq10_air3_6_ca,RT76 RR26 FG12 BQ10 Air3/6 CA,94.32,100.0,0.0,33.77,52855.28,19925.07,19718.68,19718.68,23581.11,3862.44,3862.44,3656.04
rt76_rr26_fg12_bq10_air5_8_std,RT76 RR26 FG12 BQ10 Air5/8 STD,97.36,100.0,0.0,14.72,44337.92,19836.4,19727.16,19727.16,21822.53,2095.37,2095.37,1986.12
rt76_rr26_fg12_bq10_air5_8_ca,RT76 RR26 FG12 BQ10 Air5/8 CA,94.32,100.0,0.0,33.77,52595.09,19920.96,19713.79,19713.79,23453.63,3739.84,3739.84,3532.67
rt76_rr26_fg12_bq10_air8_12_std,RT76 RR26 FG12 BQ10 Air8/12 STD,97.22,100.0,0.0,15.61,43876.95,19836.56,19719.19,19719.19,21824.72,2105.53,2105.53,1988.16
rt76_rr26_fg12_bq10_air8_12_ca,RT76 RR26 FG12 BQ10 Air8/12 CA,94.32,100.0,0.0,33.71,52427.48,19916.86,19710.32,19710.32,23380.61,3670.29,3670.29,3463.75
rt76_rr26_fg12_bq12_air1_3_std,RT76 RR26 FG12 BQ12 Air1/3 STD,97.13,100.0,0.0,16.28,45577.82,19860.98,19750.47,19750.47,22609.04,2858.57,2858.57,2748.06
rt76_rr26_fg12_bq12_air1_3_ca,RT76 RR26 FG12 BQ12 Air1/3 CA,94.31,100.0,0.0,33.81,53087.38,19929.18,19721.0,19721.0,23680.57,3959.57,3959.57,3751.39
rt76_rr26_fg12_bq12_air3_6_std,RT76 RR26 FG12 BQ12 Air3/6 STD,97.13,100.0,0.0,16.28,45577.82,19860.98,19750.47,19750.47,22609.04,2858.57,2858.57,2748.06
rt76_rr26_fg12_bq12_air3_6_ca,RT76 RR26 FG12 BQ12 Air3/6 CA,94.32,100.0,0.0,33.77,52855.28,19925.07,19718.68,19718.68,23581.11,3862.44,3862.44,3656.04
rt76_rr26_fg12_bq12_air5_8_std,RT76 RR26 FG12 BQ12 Air5/8 STD,97.36,100.0,0.0,14.72,44337.92,19836.4,19727.16,19727.16,21822.53,2095.37,2095.37,1986.12
rt76_rr26_fg12_bq12_air5_8_ca,RT76 RR26 FG12 BQ12 Air5/8 CA,94.32,100.0,0.0,33.77,52595.09,19920.96,19713.79,19713.79,23453.63,3739.84,3739.84,3532.67
rt76_rr26_fg12_bq12_air8_12_std,RT76 RR26 FG12 BQ12 Air8/12 STD,97.22,100.0,0.0,15.61,43876.95,19836.56,19719.19,19719.19,21824.72,2105.53,2105.53,1988.16
rt76_rr26_fg12_bq12_air8_12_ca,RT76 RR26 FG12 BQ12 Air8/12 CA,94.32,100.0,0.0,33.71,52427.48,19916.86,19710.32,19710.32,23380.61,3670.29,3670.29,3463.75
rt76_rr26_fg12_bq14_air1_3_std,RT76 RR26 FG12 BQ14 Air1/3 STD,97.13,100.0,0.0,16.28,45577.82,19860.98,19750.47,19750.47,22609.04,2858.57,2858.57,2748.06
rt76_rr26_fg12_bq14_air1_3_ca,RT76 RR26 FG12 BQ14 Air1/3 CA,94.31,100.0,0.0,33.81,53087.38,19929.18,19721.0,19721.0,23680.57,3959.57,3959.57,3751.39
rt76_rr26_fg12_bq14_air3_6_std,RT76 RR26 FG12 BQ14 Air3/6 STD,97.13,100.0,0.0,16.28,45577.82,19860.98,19750.47,19750.47,22609.04,2858.57,2858.57,2748.06
rt76_rr26_fg12_bq14_air3_6_ca,RT76 RR26 FG12 BQ14 Air3/6 CA,94.32,100.0,0.0,33.77,52855.28,19925.07,19718.68,19718.68,23581.11,3862.44,3862.44,3656.04
rt76_rr26_fg12_bq14_air5_8_std,RT76 RR26 FG12 BQ14 Air5/8 STD,97.36,100.0,0.0,14.72,44337.92,19836.4,19727.16,19727.16,21822.53,2095.37,2095.37,1986.12
rt76_rr26_fg12_bq14_air5_8_ca,RT76 RR26 FG12 BQ14 Air5/8 CA,94.32,100.0,0.0,33.77,52595.09,19920.96,19713.79,19713.79,23453.63,3739.84,3739.84,3532.67
rt76_rr26_fg12_bq14_air8_12_std,RT76 RR26 FG12 BQ14 Air8/12 STD,97.22,100.0,0.0,15.61,43876.95,19836.56,19719.19,19719.19,21824.72,2105.53,2105.53,1988.16
rt76_rr26_fg12_bq14_air8_12_ca,RT76 RR26 FG12 BQ14 Air8/12 CA,94.32,100.0,0.0,33.71,52427.48,19916.86,19710.32,19710.32,23380.61,3670.29,3670.29,3463.75
rt76_rr26_fg12_bq16_air1_3_std,RT76 RR26 FG12 BQ16 Air1/3 STD,97.13,100.0,0.0,16.28,45577.82,19860.98,19750.47,19750.47,22609.04,2858.57,2858.57,2748.06
rt76_rr26_fg12_bq16_air1_3_ca,RT76 RR26 FG12 BQ16 Air1/3 CA,94.31,100.0,0.0,33.81,53087.38,19929.18,19721.0,19721.0,23680.57,3959.57,3959.57,3751.39
rt76_rr26_fg12_bq16_air3_6_std,RT76 RR26 FG12 BQ16 Air3/6 STD,97.13,100.0,0.0,16.28,45577.82,19860.98,19750.47,19750.47,22609.04,2858.57,2858.57,2748.06
rt76_rr26_fg12_bq16_air3_6_ca,RT76 RR26 FG12 BQ16 Air3/6 CA,94.32,100.0,0.0,33.77,52855.28,19925.07,19718.68,19718.68,23581.11,3862.44,3862.44,3656.04
rt76_rr26_fg12_bq16_air5_8_std,RT76 RR26 FG12 BQ16 Air5/8 STD,97.36,100.0,0.0,14.72,44337.92,19836.4,19727.16,19727.16,21822.53,2095.37,2095.37,1986.12
rt76_rr26_fg12_bq16_air5_8_ca,RT76 RR26 FG12 BQ16 Air5/8 CA,94.32,100.0,0.0,33.77,52595.09,19920.96,19713.79,19713.79,23453.63,3739.84,3739.84,3532.67
rt76_rr26_fg12_bq16_air8_12_std,RT76 RR26 FG12 BQ16 Air8/12 STD,97.22,100.0,0.0,15.61,43876.95,19836.56,19719.19,19719.19,21824.72,2105.53,2105.53,1988.16
rt76_rr26_fg12_bq16_air8_12_ca,RT76 RR26 FG12 BQ16 Air8/12 CA,94.32,100.0,0.0,33.71,52427.48,19916.86,19710.32,19710.32,23380.61,3670.29,3670.29,3463.75
rt76_rr26_fg16_bq10_air1_3_std,RT76 RR26 FG16 BQ10 Air1/3 STD,97.42,100.0,0.0,14.28,45438.71,19976.69,19870.21,19870.21,22728.78,2858.57,2858.57,2752.09
rt76_rr26_fg16_bq10_air1_3_ca,RT76 RR26 FG16 BQ10 Air1/3 CA,94.66,100.0,0.0,31.46,52194.12,20033.36,19827.11,19827.11,23675.47,3848.35,3848.35,3642.11
rt76_rr26_fg16_bq10_air3_6_std,RT76 RR26 FG16 BQ10 Air3/6 STD,97.65,100.0,0.0,12.72,44168.57,19952.86,19845.31,19845.31,22121.45,2276.14,2276.14,2168.59
rt76_rr26_fg16_bq10_air3_6_ca,RT76 RR26 FG16 BQ10 Air3/6 CA,94.66,100.0,0.0,31.46,51975.39,20029.22,19822.23,19822.23,23567.35,3745.13,3745.13,3538.13
rt76_rr26_fg16_bq10_air5_8_std,RT76 RR26 FG16 BQ10 Air5/8 STD,97.52,100.0,0.0,13.61,43684.29,19948.2,19837.07,19837.07,21894.04,2056.97,2056.97,1945.84
rt76_rr26_fg16_bq10_air5_8_ca,RT76 RR26 FG16 BQ10 Air5/8 CA,94.66,100.0,0.0,31.46,51975.39,20029.22,19822.23,19822.23,23567.35,3745.13,3745.13,3538.13
rt76_rr26_fg16_bq10_air8_12_std,RT76 RR26 FG16 BQ10 Air8/12 STD,97.52,100.0,0.0,13.61,43139.47,19939.92,19828.15,19828.15,21631.37,1803.22,1803.22,1691.45
rt76_rr26_fg16_bq10_air8_12_ca,RT76 RR26 FG16 BQ10 Air8/12 CA,94.67,100.0,0.0,31.37,51147.41,20012.75,19809.46,19809.46,23183.77,3374.31,3374.31,3171.02
rt76_rr26_fg16_bq12_air1_3_std,RT76 RR26 FG16 BQ12 Air1/3 STD,97.42,100.0,0.0,14.28,45438.71,19976.69,19870.21,19870.21,22728.78,2858.57,2858.57,2752.09
rt76_rr26_fg16_bq12_air1_3_ca,RT76 RR26 FG16 BQ12 Air1/3 CA,94.66,100.0,0.0,31.46,52194.12,20033.36,19827.11,19827.11,23675.47,3848.35,3848.35,3642.11
rt76_rr26_fg16_bq12_air3_6_std,RT76 RR26 FG16 BQ12 Air3/6 STD,97.65,100.0,0.0,12.72,44168.57,19952.86,19845.31,19845.31,22121.45,2276.14,2276.14,2168.59
rt76_rr26_fg16_bq12_air3_6_ca,RT76 RR26 FG16 BQ12 Air3/6 CA,94.66,100.0,0.0,31.46,51975.39,20029.22,19822.23,19822.23,23567.35,3745.13,3745.13,3538.13
rt76_rr26_fg16_bq12_air5_8_std,RT76 RR26 FG16 BQ12 Air5/8 STD,97.52,100.0,0.0,13.61,43684.29,19948.2,19837.07,19837.07,21894.04,2056.97,2056.97,1945.84
rt76_rr26_fg16_bq12_air5_8_ca,RT76 RR26 FG16 BQ12 Air5/8 CA,94.66,100.0,0.0,31.46,51975.39,20029.22,19822.23,19822.23,23567.35,3745.13,3745.13,3538.13
rt76_rr26_fg16_bq12_air8_12_std,RT76 RR26 FG16 BQ12 Air8/12 STD,97.52,100.0,0.0,13.61,43139.47,19939.92,19828.15,19828.15,21631.37,1803.22,1803.22,1691.45
rt76_rr26_fg16_bq12_air8_12_ca,RT76 RR26 FG16 BQ12 Air8/12 CA,94.67,100.0,0.0,31.37,51147.41,20012.75,19809.46,19809.46,23183.77,3374.31,3374.31,3171.02
rt76_rr26_fg16_bq14_air1_3_std,RT76 RR26 FG16 BQ14 Air1/3 STD,97.42,100.0,0.0,14.28,45438.71,19976.69,19870.21,19870.21,22728.78,2858.57,2858.57,2752.09
rt76_rr26_fg16_bq14_air1_3_ca,RT76 RR26 FG16 BQ14 Air1/3 CA,94.66,100.0,0.0,31.46,52194.12,20033.36,19827.11,19827.11,23675.47,3848.35,3848.35,3642.11
rt76_rr26_fg16_bq14_air3_6_std,RT76 RR26 FG16 BQ14 Air3/6 STD,97.65,100.0,0.0,12.72,44168.57,19952.86,19845.31,19845.31,22121.45,2276.14,2276.14,2168.59
rt76_rr26_fg16_bq14_air3_6_ca,RT76 RR26 FG16 BQ14 Air3/6 CA,94.66,100.0,0.0,31.46,51975.39,20029.22,19822.23,19822.23,23567.35,3745.13,3745.13,3538.13
rt76_rr26_fg16_bq14_air5_8_std,RT76 RR26 FG16 BQ14 Air5/8 STD,97.52,100.0,0.0,13.61,43684.29,19948.2,19837.07,19837.07,21894.04,2056.97,2056.97,1945.84
rt76_rr26_fg16_bq14_air5_8_ca,RT76 RR26 FG16 BQ14 Air5/8 CA,94.66,100.0,0.0,31.46,51975.39,20029.22,19822.23,19822.23,23567.35,3745.13,3745.13,3538.13
rt76_rr26_fg16_bq14_air8_12_std,RT76 RR26 FG16 BQ14 Air8/12 STD,97.52,100.0,0.0,13.61,43139.47,19939.92,19828.15,19828.15,21631.37,1803.22,1803.22,1691.45
rt76_rr26_fg16_bq14_air8_12_ca,RT76 RR26 FG16 BQ14 Air8/12 CA,94.67,100.0,0.0,31.37,51147.41,20012.75,19809.46,19809.46,23183.77,3374.31,3374.31,3171.02
rt76_rr26_fg16_bq16_air1_3_std,RT76 RR26 FG16 BQ16 Air1/3 STD,97.42,100.0,0.0,14.28,45438.71,19976.69,19870.21,19870.21,22728.78,2858.57,2858.57,2752.09
rt76_rr26_fg16_bq16_air1_3_ca,RT76 RR26 FG16 BQ16 Air1/3 CA,94.66,100.0,0.0,31.46,52194.12,20033.36,19827.11,19827.11,23675.47,3848.35,3848.35,3642.11
rt76_rr26_fg16_bq16_air3_6_std,RT76 RR26 FG16 BQ16 Air3/6 STD,97.65,100.0,0.0,12.72,44168.57,19952.86,19845.31,19845.31,22121.45,2276.14,2276.14,2168.59
rt76_rr26_fg16_bq16_air3_6_ca,RT76 RR26 FG16 BQ16 Air3/6 CA,94.66,100.0,0.0,31.46,51975.39,20029.22,19822.23,19822.23,23567.35,3745.13,3745.13,3538.13
rt76_rr26_fg16_bq16_air5_8_std,RT76 RR26 FG16 BQ16 Air5/8 STD,97.52,100.0,0.0,13.61,43684.29,19948.2,19837.07,19837.07,21894.04,2056.97,2056.97,1945.84
rt76_rr26_fg16_bq16_air5_8_ca,RT76 RR26 FG16 BQ16 Air5/8 CA,94.66,100.0,0.0,31.46,51975.39,20029.22,19822.23,19822.23,23567.35,3745.13,3745.13,3538.13
rt76_rr26_fg16_bq16_air8_12_std,RT76 RR26 FG16 BQ16 Air8/12 STD,97.52,100.0,0.0,13.61,43139.47,19939.92,19828.15,19828.15,21631.37,1803.22,1803.22,1691.45
rt76_rr26_fg16_bq16_air8_12_ca,RT76 RR26 FG16 BQ16 Air8/12 CA,94.67,100.0,0.0,31.37,51147.41,20012.75,19809.46,19809.46,23183.77,3374.31,3374.31,3171.02
rt76_rr26_fg20_bq10_air1_3_std,RT76 RR26 FG20 BQ10 Air1/3 STD,98.51,100.0,0.0,9.61,43314.27,20068.01,19977.39,19977.39,22017.71,2040.31,2040.31,1949.69
rt76_rr26_fg20_bq10_air1_3_ca,RT76 RR26 FG20 BQ10 Air1/3 CA,94.89,100.0,0.0,27.46,51019.73,20141.36,19944.28,19944.28,23618.9,3674.62,3674.62,3477.54
rt76_rr26_fg20_bq10_air3_6_std,RT76 RR26 FG20 BQ10 Air3/6 STD,98.51,100.0,0.0,9.61,43015.89,20063.85,19973.06,19973.06,21876.07,1903.01,1903.01,1812.22
rt76_rr26_fg20_bq10_air3_6_ca,RT76 RR26 FG20 BQ10 Air3/6 CA,94.91,100.0,0.0,27.37,50804.24,20137.21,19940.93,19940.93,23528.2,3587.26,3587.26,3390.98
rt76_rr26_fg20_bq10_air5_8_std,RT76 RR26 FG20 BQ10 Air5/8 STD,98.51,100.0,0.0,9.61,42806.01,20059.68,19968.48,19968.48,21771.69,1803.22,1803.22,1712.01
rt76_rr26_fg20_bq10_air5_8_ca,RT76 RR26 FG20 BQ10 Air5/8 CA,94.91,100.0,0.0,27.37,50642.5,20133.05,19936.71,19936.71,23448.19,3511.47,3511.47,3315.13
