Utilisateur;Type;Système;Composant;Fournisseur composant;Mode de transport du fournisseur direct;Compagnie de transport;1ére transformation avant réalisation;Risque de défaillance Frs 1ére transformation;Matière 1ére;Transport vers la 1ére transformation - Fonderie;Fournisseur matière 1ére;Transport de mine vers Raffinerie
Safran;Sous-ensemble;Renfort tubulaire;A6060 - Aluminium;"segnere aero SAS (France)*
L&P Aerospace (France)
JV Group ( France)
SENIOR AEROSPACE (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Asie, Australie, Chine, Canada) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Aluminium;Train - Camion - Bateau;"Alcoa (USA)
Constellium (France/USA)
Austria metall (Autriche)
Hindalco (Inde)
Aluminium Corporation of China (Chine)
Thyssen group (France)
TATA Steel (Inde - France)";
Safran;Sous-ensemble;Ceinture de sécurité;acier;"AM SAFE (USA)*
Schroth (USA-Floride et Allemagne, Distribué par Supraero - France)
J&C Aero (Lituanie)
Anjou Aéro (France)
";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Support clamps;acier;"MGA (Villeneuve s/ Lot)*
Ancra Aircraft (Californie - USA)
TA Aerospace (Californie - USA)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Accoudoir allée;acier;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Bumper version porte;acier;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
SENIOR AEROSPACE (Thailand)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Stowage latéral;acier;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Lauak Group (France)
";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Coque;"DE: Aluminium cast part machining
+ TTH compris dans le steel tinplated";"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
Figeac Aéro (France)
SENIOR AEROSPACE (Thailand)*";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Structure fauteuil;35NC6  (nickel-chrome);"SENIOR AEROSPACE(Thailand)*
MGA (Villeneuve s/ Lot)
Lauak Group(France)
SUMPAR (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Palette optimisée;acier;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ensemble porte;acier;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
SUMPAR (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Structure fauteuil;A2017 - Aluminium;"SENIOR AEROSPACE(Thailand)*
GATTEFIN SAS (France)
Figeac Aero (France)
segnere aero SAS (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Asie, Australie, Chine, Canada) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Aluminium;Train - Camion - Bateau;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Structure fauteuil;A2024 - Aluminium;"SENIOR AEROSPACE(Thailand)*
GATTEFIN SAS (France)
Figeac Aero (France)
segnere aero SAS (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Asie, Australie, Chine, Canada) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Aluminium;Train - Camion - Bateau;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Tablette cocktail;acier;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
SUMPAR (France)
Lauak Group (France)
Jamco Corp (Japon)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Tablette repas;acier;"GATTEFIN (France)*
Lauak Group (France)
Senior Aerospace (Thaïlande)
Jamco (Japon)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Habillage sous fauteuil;acier;"GATTEFIN (France)
ESPACE (France)*";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Manchette équipée;acier;"FUCH(s) THAILAND* ??
segnere aero SAS (France)
GATTEFIN (France)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Renfort tubulaire;acier;"segnere aero SAS (France)*
L&P Aerospace (France)
SENIOR AEROSPACE (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Stowage assemblé avec porte;acier;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Lauak Group (France)
Senior Aerospace (Thaïlande)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Structure ottoman horizontale;acier;"JV GROUP (France)*
L&P Aerospace (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Support écran;acier;"SAFRAN*
GATTEFIN (France)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Support équipé;acier;"ESPACE (France)*
GATTEFIN (France)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Support manchette équipée;acier;"GATTEFIN (France)
ESPACE (France)*
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Thyssen group (France)
TATA Steel (Inde - France)Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ensemble porte;FILM DECOR AERFILM - Ep0.33 714g-m2;"MGA (Villeneuve s/ Lot)*
Adhetec (France)
KEMKO Aerospace (USA)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"EPODEX (France)
SIKA (USA)
HENKEL (Allemagne)";3 continents, 3 modes de transports et font partie des principaux fournisseurs mondiaux --> Faible;Caoutchouc --> PVC, Polypropylène ou polyethylène, noyaux acryliques pour une tenue à long terme, mousse pour l'isolation,;Bilogistik SA;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Caoutchouc naturel --> Bateau
Caoutchouc synthétique (résine) --> Bateau - Camion"
Safran;Sous-ensemble;Bumper version porte;alliage Cu;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
SENIOR AEROSPACE (Thailand)";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Aurubis (Allemagne)
Zijin Mining Group (Chine)
Ampco Metal France (France)
Thyssen group (France)";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);alliage Cu;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
China Baowu (Chine)
TATA Steel (Inde - France)
Nucor Corp (USA)
";
Safran;Sous-ensemble;Accoudoir allée;Alu;"SUMPAR (France)*
segnere aero SAS (France)
Figeac Aéro (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Asie, Australie, Chine, Canada) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Aluminium;Train - Camion - Bateau;"Chalco (Chine avec 39 filiales, dont 18 en propriété exclusive et 21 contrôlées)
Hindalco (Inde avec 49 sites de production Amérique du Nord, Europe, Asie)
Rio Tinto (Royaume-Uni avec 24 sites de production Canada, Australie, Nlle Zélande, Islande, Oman
Euralliage ( France)
TATA Steel (Inde - Afrique - Amérique du sud)";
