scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
all,132,Ens. Coussin assise,tissu,textile_leather,valid_but_upstream_not_switchable,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ETS Gattefin [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,133,Ens.coussin dossier version têtière,tissu,textile_leather,valid_but_upstream_not_switchable,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ETS Gattefin [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,134,Ens. Coussin dossier,tissu,textile_leather,valid_but_upstream_not_switchable,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ETS Gattefin [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,135,Ens. Tablette cocktail,tissu,textile_leather,valid_but_upstream_not_switchable,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ETS Gattefin [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,136,Ens. Têtière,tissu,textile_leather,valid_but_upstream_not_switchable,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ETS Gattefin [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,137,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,complete_direct,T4=BASF > T3=Ultrafabrics > T2=Krohne | MGR Foamtex Ltd > T1=Celso SAS | ACH > OEM=Safran Seats / Safran internal group,T4=BASF > T3=Ultrafabrics > T2=Krohne | MGR Foamtex Ltd > T1=Celso SAS | ACH > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,BASF [baseline_primary],Ultrafabrics [baseline_primary],MGR Foamtex Ltd [baseline_primary],Celso SAS [baseline_primary],1,1,2,2,T2 alternates=1; T1 alternates=1; validate qualification/capacity/share before stress-test activation
all,138,Ens. Structure fixe,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=MISSING > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR | Groupe Segnere / SEGNERE Ade | ETS Gattefin | Figeac Aero | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,139,Ens. Structure fixe,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,140,Coussin têtière,velcro,textile_leather,blocked_or_manual_review_required,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,hard_gap_manual_review,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ACH [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,141,Ens.coussin dossier version têtière,velcro,textile_leather,blocked_or_manual_review_required,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,hard_gap_manual_review,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ACH [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,142,Ens. Coussin dossier,velcro,textile_leather,blocked_or_manual_review_required,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,hard_gap_manual_review,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ACH [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,143,Manchette équipée,velcro,textile_leather,blocked_or_manual_review_required,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,hard_gap_manual_review,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ACH [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,144,Coussin ottoman,velours,textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,SOMANI [baseline_primary_inferred_after_review],FRANKLIN [baseline_primary],ETS Gattefin [baseline_primary],0,6,3,4,T3 alternates=5; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,145,Coussin têtière,velours,textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,SOMANI [baseline_primary_inferred_after_review],FRANKLIN [baseline_primary],ETS Gattefin [baseline_primary],0,6,3,4,T3 alternates=5; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,146,Ens. Coussin assise,velours,textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,SOMANI [baseline_primary_inferred_after_review],FRANKLIN [baseline_primary],ETS Gattefin [baseline_primary],0,6,3,4,T3 alternates=5; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,147,Ens.coussin dossier version têtière,velours,textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,SOMANI [baseline_primary_inferred_after_review],FRANKLIN [baseline_primary],ETS Gattefin [baseline_primary],0,6,3,4,T3 alternates=5; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,148,Ens. Coussin dossier,velours,textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,SOMANI [baseline_primary_inferred_after_review],FRANKLIN [baseline_primary],ETS Gattefin [baseline_primary],0,6,3,4,T3 alternates=5; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,149,Ens. Structure porte,velcro,textile_leather,blocked_or_manual_review_required,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | FRANKLIN > T1=ACH | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,hard_gap_manual_review,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ACH [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,150,Habillage sous fauteuil,velours,textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=SOMANI | Huddersfield Textiles | Yamazaki Velvet Co. | TELATEX | thyssenkrupp Materials France | ASD Textiles > T2=Kvadrat | Lelièvre Paris | FRANKLIN > T1=ETS Gattefin | Celso SAS | ACH | ESPACE > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,SOMANI [baseline_primary_inferred_after_review],FRANKLIN [baseline_primary],ETS Gattefin [baseline_primary],0,6,3,4,T3 alternates=5; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,151,Ens. Structure porte,Z10CNT18,steel,complete_direct,T4=China Baowu / Baosteel | Tata Steel > T3=Krupp | Aubert & Duval | Toray Industries | Altec Etirage | thyssenkrupp Materials France > T2=SGL Carbon | Hexcel > T1=MGA Villeneuve St Lot | ETS Gattefin | Groupe LAUAK | ESPACE > OEM=Safran Seats / Safran internal group,T4=China Baowu / Baosteel | Tata Steel > T3=Krupp | Aubert & Duval | Altec Etirage | thyssenkrupp Materials France > T2=SGL Carbon | Hexcel > T1=MGA Villeneuve St Lot | ETS Gattefin | Groupe LAUAK | ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,China Baowu / Baosteel [baseline_primary],Krupp [baseline_primary],SGL Carbon [baseline_primary],MGA Villeneuve St Lot [baseline_primary],2,5,2,4,T4 alternates=1; T3 alternates=4; T2 alternates=1; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,general,complete_direct,"T4=BASF | Bayer | Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=DuPont de Nemours | LATIM | Ensinger | MGR Foamtex Ltd > T1=ACH | Celso SAS > OEM=Safran Seats / Safran internal group","T4=BASF | Bayer | Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=DuPont de Nemours | LATIM | Ensinger | MGR Foamtex Ltd > T1=ACH | Celso SAS > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,BASF [baseline_primary],"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary_inferred_after_review]",MGR Foamtex Ltd [baseline_primary],ACH [baseline_primary],6,6,4,2,T4 alternates=5; T3 alternates=5; T2 alternates=3; T1 alternates=1; validate qualification/capacity/share before stress-test activation
all,153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,requires_bom_or_program_data,T4=Mitsubishi Chemical | Total | Zijin Mining Group | BASF > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Auberon Technologies | Innoptec | Plastiservice Charleroi > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | Zijin Mining Group | BASF > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Auberon Technologies | Innoptec | Plastiservice Charleroi > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T4;T3;T2;OEM,T4;T3;T2;OEM,T1,,requires_bom_or_part_number,1,Mitsubishi Chemical [baseline_primary],Aurubis [baseline_primary],Krohne [baseline_primary],,4,4,5,0,T4 alternates=3; T3 alternates=3; T2 alternates=4; validate qualification/capacity/share before stress-test activation
all,154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=Euralliage Ile de France > T2=MISSING > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=Euralliage Ile de France > T2=MISSING/UNMAPPED > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],Euralliage Ile de France [baseline_primary],,SUMPAR [baseline_primary],1,1,0,4,T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=Euralliage Ile de France > T2=MISSING > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=Euralliage Ile de France > T2=MISSING/UNMAPPED > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],Euralliage Ile de France [baseline_primary],,SUMPAR [baseline_primary],1,1,0,4,T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,157,Siége,aluminium,aluminium,complete_direct,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=MGR Foamtex Ltd > T1=COLLINS | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Senior Aerospace Thailand | ACH | Airbus Atlantic / STELIA Aerospace | J&C Aero > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=MGR Foamtex Ltd > T1=COLLINS | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Senior Aerospace Thailand | ACH | Airbus Atlantic / STELIA Aerospace | J&C Aero > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],MGR Foamtex Ltd [baseline_primary],COLLINS [baseline_primary],4,3,1,8,T4 alternates=3; T3 alternates=2; T1 alternates=7; validate qualification/capacity/share before stress-test activation
all,158,Siége,"Tissu, mousse, polyéthylène",textile_leather,complete_direct,"T4=BASF | Bayer > T3=Zhejiang Yuxin Textile Co.,Ltd. | Toray Industries | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | Ensinger | MGR Foamtex Ltd > T1=COLLINS | ACH | Celso SAS | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Airbus Atlantic / STELIA Aerospace > OEM=Safran Seats / Safran internal group","T4=BASF | Bayer > T3=Zhejiang Yuxin Textile Co.,Ltd. | Huddersfield Textiles | DIATEX | Groupe SAGAERT | ASD Textiles | TELATEX > T2=DuPont de Nemours | LATIM | Ensinger | MGR Foamtex Ltd > T1=COLLINS | ACH | Celso SAS | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Airbus Atlantic / STELIA Aerospace > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,BASF [baseline_primary],"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],COLLINS [baseline_primary],2,7,4,7,T4 alternates=1; T3 alternates=6; T2 alternates=3; T1 alternates=6; validate qualification/capacity/share before stress-test activation
